"Species","Tissue","Cell Type","Cancer","Cell Marker","Source","Supported Sources","Details"
"Human","Blood","Circulating fetal cell","Normal","ACTB, ATF4, CD33, CD68, CD9, CDC42_1, CLDN6, COL1A2, CRABP1, CRIP1, CRYL1, CTNNB1, DLX5, EN1, F11R, FIGD, FOXA2, GATA5, HAMP, HMGA1, IL7R, JUN, JUNB, KCNQ4, MCAM, MMP9, NCAM1, OLIG2, PBLD, PDGFC, PF4, PUM2, SELE, SELPLG, SMAD3, SMC3, SOX13, TCF3, TNC","Experiment","1","more details"
"Human","Blood","Circulating fetal cell","Normal","CLDN6, F3, KCNQ4, MCAM, MMP14","Experiment","1","more details"
"Human","Blood","Circulating progenitor cell","Normal","ALDH, CD133, CD34","Experiment","1","more details"
"Human","Blood","Classical monocyte","Normal","CD14, CD16","Experiment","1","more details"
"Human","Blood","Decidual cell","Normal","DEC1","Experiment","1","more details"
"Human","Blood","Dendritic cell","Normal","CLEC9A","Experiment","1","more details"
"Human","Blood","Early hematopoietic cell","Normal","AC133","Experiment","1","more details"
"Human","Blood","Effector CD4+ memory T (Tem) cell","Normal","CCR7, CD45RA","Experiment","1","more details"
"Human","Blood","Endothelial cell","Normal","CD146, CD45","Experiment","1","more details"
"Human","Blood","Endothelial cell","Normal","Raftlin","Experiment","1","more details"
"Human","Blood","Endothelial progenitor cell","Normal","CD133, CD34, CD45","Experiment","1","more details"
"Human","Blood","Endothelial progenitor cell","Normal","CD133, CD34, EGFR2","Experiment","1","more details"
"Human","Blood","Endothelial progenitor cell","Normal","CD133, CD34, KDR","Experiment","1","more details"
"Human","Blood","Endothelial progenitor cell","Normal","CD34, CD45, KDR","Experiment","1","more details"
"Human","Blood","Eosinophil","Normal","CD114, CD116, CD123, CD124, CD125, CD126","Experiment","1","more details"
"Human","Blood","Eosinophil","Normal","CD11b, CD44, CD48, CD54, CD69, CD81, HLA-DR","Experiment","1","more details"
"Human","Blood","Eosinophil","Normal","CD25, CD44, CD66e, IL-3 receptor alpha subunit","Experiment","1","more details"
"Human","Blood","Erythroblast","Normal","CD71","Experiment","1","more details"
"Human","Blood","FOXP3+ natural regulatory T (Treg) cell","Normal","CD25, CD6, CD4","Experiment","1","more details"
"Human","Blood","Granulocyte","Normal","CD66b","Experiment","1","more details"
"Human","Blood","Immature transitional B cell","Normal","CD19, CD24, CD38","Experiment","1","more details"
"Human","Blood","Intermediate monocyte","Normal","CD14, CD16","Experiment","1","more details"
"Human","Blood","Leukocyte","Normal","CD16, CD20, CD3, CD38, CD45","Experiment","1","more details"
"Human","Blood","Leukocyte","Normal","CD42b","Experiment","1","more details"
"Human","Blood","Leukocyte","Normal","CD45","Experiment","1","more details"
"Human","Blood","Lymphocyte","Normal","Annexin V, CX3CR1","Experiment","1","more details"
"Human","Blood","Lymphoid cell","Normal","CD56, Granzyme B, TIA1","Experiment","1","more details"
"Human","Blood","Mature endothelial cell","Normal","CD34","Experiment","1","more details"
"Human","Blood","Monocyte","Normal","CD14, CD162, CD242, CD244, COX2, Myeloperoxidase","Experiment","1","more details"
"Human","Blood","Monocyte","Normal","CD163","Experiment","1","more details"
"Human","Blood","Monocyte","Normal","CR3, HLA-DR","Experiment","1","more details"
"Human","Blood","Monocyte","Normal","EMMPRIN","Experiment","1","more details"
"Human","Blood","Myeloid dendritic cell","Normal","BDCA1, CD11c","Experiment","1","more details"
"Human","Blood","Naive B cell","Normal","CD19, CD24, CD38","Experiment","1","more details"
"Human","Blood","Naive B cell","Normal","CD27, IgD","Experiment","1","more details"
"Human","Blood","Naive CD4+ T cell","Normal","CD4, CD45RA, CD62L","Experiment","1","more details"
"Human","Blood","Natural killer cell","Normal","CD11b, CD16, CD19, CD2, CD3, CD56, CD94, NKG2A","Experiment","1","more details"
"Human","Blood","Natural killer cell","Normal","CD16, CD56","Experiment","1","more details"
"Human","Blood","Natural killer cell","Normal","CD3, CD56","Experiment","1","more details"
"Human","Blood","Natural killer cell","Normal","CD94","Experiment","1","more details"
"Human","Blood","Natural regulatory T (Treg) cell","Normal","CD6","Experiment","1","more details"
"Human","Blood","Neutrophil","Normal","CD11b, CD16, CD66b","Experiment","1","more details"
"Human","Blood","Neutrophil","Normal","CD11b","Experiment","1","more details"
"Human","Blood","Neutrophil","Normal","NGAL","Experiment","1","more details"
"Human","Blood","Non-classical monocyte","Normal","CD14, CD16","Experiment","1","more details"
"Human","Blood","Non-switched B cell","Normal","CD27, IgD","Experiment","1","more details"
"Human","Blood","Null cell","Normal","N-MICG","Experiment","1","more details"
"Human","Blood","Plasmablast","Normal","CD38, IgM","Experiment","1","more details"
"Human","Blood","Plasmacytoid dendritic cell","Normal","BDCA2, CD123","Experiment","1","more details"
"Human","Blood","Plasmacytoid dendritic cell","Normal","NRP1","Experiment","1","more details"
"Human","Blood","Platelet","Normal","CD14","Experiment","1","more details"
"Human","Blood","Platelet","Normal","CD154, CD41, CD61, CD62P","Experiment","1","more details"
"Human","Blood","Progenitor-like angiogenesis-promoting cell","Normal","CD34","Experiment","1","more details"
"Human","Blood","Regulatory T (Treg) cell","Normal","CD127, CD49d","Experiment","1","more details"
"Human","Blood","Regulatory T (Treg) cell","Normal","GARP","Experiment","1","more details"
"Human","Blood","Regulatory T (Treg) cell","Normal","GITR","Experiment","1","more details"
"Human","Blood","Responder T cell","Normal","CD25, CD4, GARP","Experiment","1","more details"
"Human","Blood","Switched memory B cell","Normal","CD27, IgD","Experiment","1","more details"
"Human","Blood","T cell","Normal","CD3, CD8","Experiment","1","more details"
"Human","Blood","T cell","Normal","T-MICG","Experiment","1","more details"
"Human","Blood","T cell","Normal","UCHL1","Experiment","1","more details"
"Human","Blood","T helper cell","Normal","CD42b","Experiment","1","more details"
"Human","Blood","Thymic emigrant cell","Normal","CD31, CD45RA, CD62L","Experiment","1","more details"
"Human","Blood","Transitional B cell","Normal","CD24, CD38","Experiment","1","more details"
"Human","Blood","Vascular progenitor cell","Normal","CD117, Ki67","Experiment","1","more details"
"Human","Blood","Vascular stem cell","Normal","CD117, Ki67","Experiment","1","more details"
"Human","Blood","Cytotoxic T cell","Oesophageal Cancer","CD11b, CD8","Experiment","1","more details"
"Human","Blood","T helper cell","Oesophageal Cancer","CD4, Leu8","Experiment","1","more details"
"Human","Blood","Cancer cell","Prostate Cancer (circulating)","CDH1, EpCAM, Keratins, MUC1","Experiment","1","more details"
"Human","Blood","Cancer cell","Prostate Cancer (circulating)","EPCAM, FOLH1, KLK3, KRT8, KRT18, KRT19","Experiment","1","more details"
"Human","Blood","Cancer cell","Prostate Cancer (circulating)","EpCAM, HER2, PSA","Experiment","1","more details"
"Human","Blood","Cancer cell","Prostate Cancer","PSMA","Experiment","1","more details"
"Human","Blood","Cancer stem cell","Prostate Cancer","CD133","Experiment","1","more details"
"Human","Bone marrow","Blast cell","Acute Myeloid Leukemia","CD13, CD34, HLA-DR","Experiment","1","more details"
"Human","Bone marrow","Epithelial cell","Hepatocellular Cancer","CD14, CD45, EpCAM","Experiment","1","more details"
"Human","Bone marrow","Lymphocyte","Hepatocellular Cancer","CD14, CD45","Experiment","1","more details"
"Human","Bone marrow","Macrophage","Hepatocellular Cancer","CD14","Experiment","1","more details"
"Human","Bone marrow","B cell","Leukemia","CD19, CD20","Experiment","1","more details"
"Human","Bone marrow","Cancer stem cell","Leukemia","IL1RAP","Experiment","1","more details"
"Human","Bone marrow","T cell","Leukemia","CD3","Experiment","1","more details"
"Human","Bone marrow","M2 macrophage","Multiple Myeloma","CD163, CD206","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stromal cell","Myeloma","STRO-1","Experiment","1","more details"
"Human","Bone marrow","Osteoblast","Myeloma","Alkaline phosphatase","Experiment","1","more details"
"Human","Bone marrow","B cell","Normal","BCL2, BCL6, CD10, HGAL, LMO2","Experiment","1","more details"
"Human","Bone marrow","B cell","Normal","CD10, CD20, CD34","Experiment","1","more details"
"Human","Bone marrow","B cell","Normal","CD19, CD20, MB2","Experiment","1","more details"
"Human","Bone marrow","B cell","Normal","CD19","Experiment","1","more details"
"Human","Bone marrow","B cell","Normal","CD20, PAX5","Experiment","1","more details"
"Human","Bone marrow","B cell","Normal","CD24, CD79a","Experiment","1","more details"
"Human","Bone marrow","B cell","Normal","CD24","Experiment","1","more details"
"Human","Bone marrow","B cell","Normal","HLA-DR","Experiment","1","more details"
"Human","Bone marrow","Bone marrow stem cell","Normal","CD105, CD14, CD166, CD29, CD34, CD44, CD45, CD73, CD90","Experiment","1","more details"
"Human","Bone marrow","Bone marrow stromal cell","Normal","Laminin subunit gamma-2","Experiment","1","more details"
"Human","Bone marrow","Dendritic cell progenitor","Normal","CD115, CD116, CD117, CD123, CD135, CD34, CD45RA","Experiment","1","more details"
"Human","Bone marrow","Dendritic cell","Normal","CD1a","Experiment","1","more details"
"Human","Bone marrow","Dendritic cell","Normal","CD40, CD80, CD86, MHC class II","Experiment","1","more details"
"Human","Bone marrow","Endothelial cell","Normal","CD31","Experiment","1","more details"
"Human","Bone marrow","Endothelial progenitor cell","Normal","CD117, CD133, CD34, NANOG","Experiment","1","more details"
"Human","Bone marrow","Endothelial progenitor cell","Normal","CD133, CD31, CD34, VE-Cadherin, VEGFR-2","Experiment","1","more details"
"Human","Bone marrow","Endothelial progenitor cell","Normal","CD135, CD31, CD34, CD90","Experiment","1","more details"
"Human","Bone marrow","Erythroid precursor","Normal","CD35","Experiment","1","more details"
"Human","Bone marrow","Erythroid precursor","Normal","GlyA","Experiment","1","more details"
"Human","Bone marrow","Hematopoietic cell","Normal","CD117","Experiment","1","more details"
"Human","Bone marrow","Hematopoietic cell","Normal","CD45","Experiment","1","more details"
"Human","Bone marrow","Hematopoietic cell","Normal","TdT","Experiment","1","more details"
"Human","Bone marrow","Hematopoietic progenitor cell","Normal","ALDH, CD34","Experiment","1","more details"
"Human","Bone marrow","Hematopoietic progenitor cell","Normal","CD34","Experiment","1","more details"
"Human","Bone marrow","Hematopoietic stem cell","Normal","CD133","Experiment","1","more details"
"Human","Bone marrow","Hematopoietic stem cell","Normal","CD34, CD38, CD90","Experiment","1","more details"
"Human","Bone marrow","Lymphocyte","Normal","CD2, CD4, CD8","Experiment","1","more details"
"Human","Bone marrow","Lymphocyte","Normal","CD4, CD8","Experiment","1","more details"
"Human","Bone marrow","Lymphocyte","Normal","TdT","Experiment","1","more details"
"Human","Bone marrow","Lymphoid-primed multipotent progenitor","Normal","CD10, CD38, CD45RA, CD52, CD62L, CSF3R","Experiment","1","more details"
"Human","Bone marrow","M2 macrophage","Normal","ARG, CCL2, CD163, CD206, FIZZ1, IL-10, MRC1","Experiment","1","more details"
"Human","Bone marrow","Macrophage","Normal","ARG1, CD206","Experiment","1","more details"
"Human","Bone marrow","Macrophage","Normal","CD68","Experiment","1","more details"
"Human","Bone marrow","Macrophage","Normal","F4/80, Mac-1","Experiment","1","more details"
"Human","Bone marrow","Macrophage","Normal","IRF5","Experiment","1","more details"
"Human","Bone marrow","Mast cell progenitor","Normal","CD71","Experiment","1","more details"
"Human","Bone marrow","Mast cell","Normal","c-Kit, CD2","Experiment","1","more details"
"Human","Bone marrow","Mast cell","Normal","c-Kit, Fc-epsilon RI-alpha","Experiment","1","more details"
"Human","Bone marrow","Mast cell","Normal","CD117, CD25","Experiment","1","more details"
"Human","Bone marrow","Mast cell","Normal","CD203c","Experiment","1","more details"
"Human","Bone marrow","Mast cell","Normal","CD25","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal cell","Normal","CD73, CD90","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal progenitor cell","Normal","CD146","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD10, CD73, CD90","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD105, CD13, CD14, CD29, CD34, CD45, HLA-DR","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD105, CD14, CD19, CD34, CD45, CD73, CD90, HLA-DR","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD105, CD34, CD44, CD73, CD90, HLA-ABC, HLA-DR","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD105, CD34, CD45, CD73, CD90","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD105, CD4, CD73, CD90","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD105, CD73, CD90, STRO-1","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD105","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD271","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD29, SCA-1","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD34, CD45, CD73, CD90","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","CD49f","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","PDGFR-alpha, SCA-1","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stem cell","Normal","SUSD2","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stromal cell","Normal","beta-2-microglobulin, CD105, CD13, CD147, CD151, CD276, CD29, CD44, CD47, CD59, CD73, CD81, CD90, CD98, HLA-ABC, Vimentin","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stromal cell","Normal","c-Kit, CD105, CD31, CD34, CD45, CD73, CD90","Experiment","1","more details"
"Human","Bone marrow","Mesenchymal stromal cell","Normal","CD105, CD14, CD19, CD31, CD34, CD44, CD45, CD73, CD90","Experiment","1","more details"
